game_id,answer,nearby_1,nearby_2,nearby_3,nearby_4,nearby_5,nearby_6,nearby_7,nearby_8,nearby_9,nearby_10
303,deliver,delivering,delivered,delivers,provide,produce,achieve,bring,delver,distribute,delivery
304,bind,binds,binding,vise,attach,untie,glue,entangle,sever,shackle,cleaves
305,odds,betting,bet,bets,wager,bookmakers,longshot,probability,handicaps,evens,likelihood
306,galaxy,galaxies,planets,supernova,nebula,galactic,supernovae,universe,quasars,comet,quasar
307,custody,detained,arrested,detention,apprehended,jail,guardianship,incarcerated,rearrested,arrest,remand
308,eating,eat,snacking,eaten,ate,munching,gorging,overeaten,overate,eats,undereating
309,pool,pools,swimming,pond,swim,fountain,cannonballing,natatorium,puddle,tub,poolside
310,unexpected,unforeseen,unanticipated,unpredicted,unforseen,unusual,surprising,unplanned,abrupt,unexpectedly,unwelcome
311,strain,strains,burden,strained,stress,straining,burdens,pressure,pressures,tightness,bind
312,heritage,heritages,traditions,ancestry,tradition,cultural,uniqueness,culture,distinctiveness,roots,historic
313,wall,walls,fence,railing,roof,plexiglas,entranceway,doorframe,archway,walkway,doorjamb
314,concerning,regarding,relating,pertaining,regards,pertains,pertain,related,relation,pertained,relates
315,combination,combining,combine,combined,mix,coupled,combo,blend,combinations,mixture,combines
316,mill,mills,sawmill,sawmills,smelter,plant,factory,lumbermill,pulp,millsite,woodyard
317,custom,customized,bespoke,customizing,customizable,customize,customization,templates,customizations,handcrafted,customizes
318,quickly,swiftly,easily,rapidly,soon,promptly,speedily,slowly,eventually,instantly,fast
319,cop,cops,policeman,detective,narc,lawman,policewoman,patrolman,gangster,constable,thug
320,life,lives,lifestyle,homelife,grandparenthood,lifetime,living,dailiness,family,existences,unlived
321,equally,similarly,doubly,supremely,incredibly,extremely,hugely,particularly,exceedingly,terribly,uniformly
322,sail,sailing,sails,sailed,voyage,ship,sailboat,westabout,circumnavigate,multihull,circumnavigation
323,fence,fences,fencing,wall,berm,walkway,fenced,railing,bleachers,palings,railings
324,confusion,misunderstanding,ambiguity,confusions,uncertainty,uneasiness,consternation,chaos,misunderstandings,unease,angst
325,maximum,minimum,minium,max,optimum,limit,exceeds,exceed,maximal,allowable,maximums
326,bankruptcy,bankrupcy,bankrupt,insolvency,bankruptcies,creditors,liquidation,receivership,insolvent,reorganization,prebankruptcy
327,bus,buses,busses,minibus,trolley,van,taxi,train,minibuses,cab,tram
328,importance,significance,centrality,necessity,relevance,dangers,uniqueness,important,seriousness,indispensability,urgency
329,spoon,spatula,spoons,ladle,ramekin,dishtowel,tablespoonful,toothpick,spoonful,utensil,stockpot
330,force,forces,subdue,firepower,army,dissuasion,compel,forcing,forced,coerce,peacekeeping
331,director,coordinator,executive,manager,vp,chairman,administrator,chairperson,associate,chairwoman,chief
332,correct,corrected,incorrect,wrong,rectify,correctly,correcting,erroneous,accurate,corrects,rectified
333,magnitude,magnitudes,enormity,earthquakes,severity,tremblor,earthquake,immensity,graveness,quakes,temblor
334,supply,supplies,supplying,demand,shortages,shortage,scarcity,supplier,supplied,suppliers,offtake
335,spending,outlays,expenditure,expenditures,budgets,spend,overspending,budget,spendings,borrowing,nondefense
336,former,ex,onetime,longtime,ormer,disgraced,erstwhile,retired,ousted,embattled,veteran
337,attract,attracting,entice,lure,attracts,attracted,woo,garner,excite,generate,cater
338,little,bit,much,lot,maybe,tad,smidgen,just,littler,some,kind
339,village,town,hamlet,villages,villagers,villager,township,hamlets,towns,municipality,locality
340,human,humans,humankind,mankind,humanity,nonhuman,animal,bodily,beings,finiteness,inanimate
341,shut,shutting,shuts,closed,shuttered,shuting,shutdown,reopen,clamped,knocked,suspend
342,finally,belatedly,eventually,again,once,then,before,when,soon,suddenly,after
343,doll,dolls,mannequin,toy,figurine,dollhouse,figurines,dollmaker,dollhouses,teddy,mannequins
344,commissioner,secretary,superintendent,administrator,commissioners,deputy,chief,inspector,commission,superintendant,commissionership
345,pass,passes,passing,passed,lob,sneak,placekick,lofted,handoff,lateraled,rush
346,fraud,frauds,fraudulent,scam,scams,embezzlement,forgery,swindle,bribery,theft,defrauded
347,universal,universality,universally,universalized,universalizing,universalize,universalise,overarching,universalistic,universalization,ubiquitous
348,mess,messes,fiasco,shambles,debacle,messy,muddle,quagmire,morass,messed,stinking
349,similar,identical,dissimilar,different,same,analogous,mirrored,reminiscent,comparable,contrasting,replicate
350,treaty,treaties,accord,pact,accords,disarmament,ratification,pacts,constitution,nonproliferation,legislation
351,education,eduction,educational,educations,curriculum,vocational,schooling,literacy,curricula,teaching,schools
352,patience,perseverance,fortitude,persevere,humility,prudence,diligence,tenacity,persistence,impatience,courage
353,predict,predicting,predicted,prognosticate,foretell,predicts,speculate,forecasting,predictions,quantify,expect
354,resistance,resistence,resistances,retracement,downtrend,downside,uptrend,sma,upmove,bearishness,countertrend
355,finding,find,discovering,found,searching,finds,proving,locating,figuring,obtaining,pinpointing
356,bishop,archbishop,priest,diocese,bishops,priests,episcopal,prelate,coadjutor,dioceses,clergyman
357,household,households,householder,incomes,appliances,scourers,groceries,family,housework,breadwinning,washday
358,brush,brushes,paintbrush,brushing,brushy,deadfall,scrub,chamise,underbrush,brusher,brushfire
359,formal,formalized,formally,informal,formality,formalize,substantive,formalizing,definitive,informally,preliminary
360,diminish,erode,diminishes,lessen,diminished,weaken,undermine,heighten,lessened,diminishing,lessening
361,curious,intrigued,puzzled,perplexed,puzzling,mystified,strange,baffled,interesting,amused,bemused
362,few,couple,several,handful,two,some,many,three,four,five,ten
363,market,markets,marketplace,mkt,industry,sector,pricing,prices,price,sales,stocks
364,ensure,ensuring,assure,ensures,assuring,ensured,safeguard,assured,assures,insure,guarantee
365,owner,proprietor,owners,owns,owned,landlord,franchisee,buyer,ownership,proprietors,lessee
366,hope,hoping,hopeful,hopefully,hopes,hoped,believe,wish,chance,optimism,expect
367,cook,cooking,cooks,cooked,saute,braise,bake,reheat,baking,braising,dishes
368,guitar,guitars,mandolin,harmonica,saxophone,sax,banjo,guitarist,guitarists,piano,trombone
369,visit,visiting,visits,visited,trip,stopover,tour,trips,pilgrimage,sojourn,itinerary
370,ground,turf,pavement,soil,dirt,footing,field,hillside,underfoot,grass,pitch
371,bite,bites,biting,bitten,chomp,nibble,chew,lick,chomped,gnaw,mouthful
372,quantity,quantities,amount,amounts,quality,supply,chlorate,consignments,hydrous,sum,ackees
373,stuff,things,crap,thing,really,shit,guys,something,everything,guy,whatnot
374,will,can,would,should,must,could,may,expects,continues,intends,expected
375,surprising,startling,unsurprising,shocking,puzzling,suprising,disconcerting,surprise,noteworthy,surprised,heartening
376,dear,dearest,dearly,beloved,cherished,cherish,esteem,sainted,precious,hearts,sadly
377,precise,exact,accurate,precisely,precision,preciseness,accurately,imprecise,detailed,pinpoint,specific
378,online,internet,web,offline,downloadable,portal,download,interactive,portals,downloading,downloads
379,coat,coats,jacket,overcoat,raincoat,mackintosh,blazer,sweater,gilet,sweatshirt,scarf
380,expensive,pricey,costly,pricy,cheaper,pricier,costlier,inexpensive,prohibitive,cumbersome,overpriced
381,increased,decreased,increasing,increase,decreasing,decrease,reduced,risen,decreases,improved,quadrupled
382,significant,substantial,considerable,sizable,huge,tremendous,sizeable,major,appreciable,enormous,noticeable
383,worried,concerned,worry,fearful,apprehensive,worrying,alarmed,fretting,scared,afraid,fretted
384,soil,soils,topsoil,sphagnum,subsoils,rototill,topsoils,mulches,manuring,rototilled,mulch
385,render,rendering,renders,rendered,make,manifestly,transmute,transmogrify,deprive,adjudge,derange
386,brain,brains,cerebellum,cortex,brainstem,neural,neurons,neurological,neuron,synapses,cerebrum
387,walk,walking,walks,walked,stroll,wander,jog,saunter,amble,strolls,trudge
388,everyday,mundane,daily,quotidian,ordinary,workaday,humdrum,unordinary,nowadays,accustomed,drudgery
389,devil,devils,devilish,satanic,demon,evil,satan,serpent,archangel,demonic,demons
390,appeal,appeals,appealing,appealed,rehearing,ruling,injunction,case,request,petition,reheard
391,thoroughly,throughly,rigorously,carefully,comprehensively,throroughly,exhaustively,fully,utterly,properly,thorough
392,headline,headlined,headlines,subhead,headling,caption,lede,masthead,page,banner,headlining
393,distinct,distinctive,unique,different,distinctly,distinctively,separate,distinguishable,differentiated,divergent,singular
394,civic,municipal,beautification,community,local,volunteerism,city,philanthropic,cultural,arts,governmental
395,robot,robots,robotic,humanoid,robotics,bot,cyborg,cybernetic,bots,android,bionic
396,instead,rather,merely,while,simply,thereby,mindlessly,preferring,essentially,solely,eschewing
397,effective,efficient,affective,ineffective,efficacious,economical,effectual,beneficial,effectiveness,reliable,advantageous
398,occasionally,sometimes,frequently,rarely,often,occasional,regularly,periodically,seldom,sporadically,routinely
399,orientation,orientations,orienting,orient,acclimation,orientate,familiarization,orients,practicum,reorientation,socialization
400,key,crucial,vital,pivotal,critical,important,essential,integral,main,major,akey
401,unknown,undetermined,unclear,undisclosed,uncertain,unrevealed,unidentified,unidentifiable,indeterminable,unknowable,unspecified
402,publicly,publically,openly,privately,formally,repeatedly,explicitly,officially,pointedly,previously,vehemently
403,neighborhood,neighborhoods,street,neighbors,suburb,city,downtown,streets,suburbs,area,community
404,preach,preaching,preaches,preached,sermonize,evangelize,espouse,preachers,evangelise,evangel,proclaimers
405,fade,fades,fading,faded,disappear,vanish,wane,wither,evaporate,linger,dissipate
406,cruise,cruises,cruising,sailings,itineraries,voyages,voyage,excursions,sail,excursion,sailing
407,firm,firms,consultancy,company,brokerage,companies,consulting,consultant,clients,frim,broker
408,meaningful,substantive,tangible,meaningfully,impactful,constructive,measurable,significant,quantifiable,worthwhile,compelling
409,intensity,tempo,physicality,ferocity,aggressiveness,ferociousness,intensities,physicalness,toughness,fierceness,relentlessness
410,strongly,vehemently,wholeheartedly,vigorously,passionately,robustly,adamantly,solidly,staunchly,strenuously,strong
411,spring,summer,winter,autumn,springtime,midsummer,week,fall,summertime,season,month
412,upon,on,whereupon,solely,thereupon,hereafter,immediately,promptly,forward,totality,before
413,perfect,ideal,terrific,flawless,fabulous,excellent,good,superb,wonderful,fantastic,nice
414,thick,thin,thickly,thicker,dense,thickened,crusted,thickish,blackish,honeycombed,unmelted
415,cycle,cycles,cyclic,cyclical,process,cyclically,phase,processes,lifetimes,phases,reaccelerate
416,unite,unify,uniting,united,unites,unifying,coalesce,unity,galvanize,mobilize,reunite
417,friendship,friendships,relationship,brotherly,brotherhood,comradeship,rapport,kinship,relationships,amity,affection
418,suck,sucking,sucks,sucked,rip,spew,gobble,piss,bleed,fuck,puke
419,floor,floors,balcony,hallway,stairwell,upstairs,downstairs,breezeway,basement,ceiling,uncarpeted
420,hidden,concealed,hiding,hid,hide,hides,conceals,camouflaged,stashed,conceal,concealing
421,wet,dry,damp,soggy,slippery,windy,wetness,muddy,rain,chilly,humid
422,widespread,pervasive,rampant,prevalent,persistent,endemic,generalized,rife,groundswell,massive,commonplace
423,ceiling,ceilings,skylight,roof,walls,chandelier,subfloor,staircase,coffered,soffit,wall
424,transmission,transmissions,transmitting,kilovolt,kilovolts,switchyard,interconnection,transmitted,transmit,transformer,intersystem
425,rear,rearward,rearmost,rearwards,aft,headrest,rollbar,fenders,fender,inboard,backrest
426,aircraft,planes,aircrafts,jets,airplanes,airplane,plane,jet,airframe,turboprop,airbus
427,laboratory,lab,laboratories,labs,bioassays,radiochemistry,microbiology,immunogenetics,experiments,forensic,testing
428,planner,planners,consultant,adviser,accountant,planning,architect,administrator,forester,engineer,arborist
429,supportive,supported,receptive,appreciative,sympathetic,enthusiastic,supporting,support,grateful,positive,appreciated
430,device,devices,gizmo,gadget,sensor,handset,portable,earphone,tablet,portably,penlike
431,resume,resumes,resumed,resuming,recommence,begin,resumption,commence,halted,suspend,recommencing
432,rim,hoop,backboard,dribble,basket,dunk,downcourt,rimmed,fadeaways,fadeaway,inbounds
433,lawn,lawns,garden,grass,driveway,shrubbery,flowerbed,sidewalk,patio,mulch,unmown
434,east,west,north,south,southeast,northeast,southwest,northwest,eastern,southward,eastward
435,sometime,next,soon,until,soonest,mid,earliest,early,slated,shortly,somewhere
436,bring,bringing,brought,come,brings,add,get,put,create,brining,infuse
437,deal,deals,agreement,pact,contract,accord,pacts,agreements,buyout,negotiated,agrement
438,improve,improving,enhance,improved,strengthen,improves,bolster,enhancing,boost,reduce,optimize
439,endure,endured,endures,subjected,enduring,suffer,withstand,survive,persevere,excruciating,torturous
440,frame,frames,tenons,jambs,period,crosspieces,plating,framing,stanza,mullion,casement
441,measurement,measuring,measurements,metric,calibration,analyzer,quantification,measured,calorimetric,spectrophotometric,metrics
442,ally,allies,adversary,backer,confidante,confidant,interlocutor,archenemy,supporter,bulwark,adversaries
443,talent,talents,talented,skill,athleticism,creativity,skills,athletism,caliber,prodigies,acumen
444,treat,treating,treats,treated,treatment,diagnose,anesthetize,behave,prescribe,classify,misdiagnose
445,rack,racks,racking,stack,thumbscrew,drawer,shimmed,crank,frig,pile,foldout
446,alien,aliens,extraterrestrial,extraterrestrials,intergalactic,earthling,martians,reptilians,cyborgs,cyborg,monsters
447,sack,sacks,sacked,sacking,sackless,tackles,interception,fumble,incompletion,fumbles,interceptions
448,infant,newborn,baby,toddler,infants,child,babies,newborns,toddlers,crib,isolette
449,organized,organizing,organize,organizes,coordinated,sponsored,staged,hosted,organizer,attended,participated
450,coin,coins,coinage,nickels,obverse,numismatic,mintmark,uncirculated,minted,florin,banknote
451,warn,warned,warning,warns,cautioning,forewarn,beware,warnings,advise,alerting,remind
452,capable,incapable,adept,committed,succeeded,tasked,hellbent,capability,competent,versatile,excels
453,dramatically,drastically,significantly,markedly,substantially,radically,considerably,exponentially,steadily,vastly,greatly
454,candy,candies,sweets,chocolate,chocolates,lollipops,lollypops,lollies,snacks,soda,snack
455,fighting,fight,battling,battle,fought,fights,battles,struggle,waging,combat,battled
456,specifically,specific,explicitly,expressly,particular,exclusively,specify,primarily,directly,solely,precisely
457,journal,journals,magazine,published,publication,periodical,monograph,diary,newsletter,publications,diaries
458,mutual,mutually,reciprocal,brotherly,friendship,fraternal,cooperation,neighborly,amity,reciprocity,bilateral
459,sensitive,touchy,sensitivity,delicate,hypersensitive,vulnerable,confidential,sensitivities,nonsensitive,volatile,problematic
460,press,media,reporters,news,briefing,conference,journalists,presser,pressroom,pressmen,tabloid
461,belly,tummy,bellies,thighs,derriere,tummies,tush,midsection,hipbones,haunches,stomach
462,region,regions,country,regional,area,areas,communities,continent,subregions,seaboards,subregion
463,ghost,ghosts,ghostly,haunted,poltergeist,spooky,apparition,ghoul,specters,phantoms,witch
464,virus,viruses,infection,influenza,infected,flu,parasite,worm,infections,disease,poliovirus
465,occupation,occupiers,occupier,invasion,oppression,war,imperialism,subjugation,dispossession,occupying,colonialism
466,assembly,assemblies,subassembly,tooling,manufacturing,plenary,assemble,assembler,parliament,weldment,plant
467,discourse,polemics,debate,discourses,rhetoric,debates,dialectic,demagoguery,civility,disputation,dialogue
468,wheelchair,wheelchairs,walker,paraplegic,quadriplegic,crutches,scooter,amputee,handicapped,cane,disabled
469,urge,implore,urging,urged,urges,implored,exhort,beseech,encourage,imploring,advised
470,them,us,they,him,themselves,me,their,those,ourselves,yourselves,others
471,medium,middlewoman,frypan,saucepot,mediums,term,intermediate,fannings,enterprises,fortis,small
472,delivery,deliveries,delivering,delivered,deliver,deliverer,distribution,deliverable,availability,rollout,courier
473,safely,safe,securely,responsibly,properly,efficiently,successfully,unharmed,profitably,competently,sensibly
474,run,runs,running,drive,ran,scamper,go,walk,trot,homer,dinger
475,production,output,producing,producers,producer,productions,preproduction,manufacturing,export,produced,exports
476,blank,blanks,blanker,empty,foolscap,pasted,scribbling,thumbtacked,photocopy,pasteboard,handwrote
477,thereby,thus,consequently,hence,whilst,simultaneously,potentially,instead,consequentially,effectively,ie
478,encouraging,encouraged,discouraging,encourage,heartening,encourages,positive,reassuring,inviting,urging,heartened
479,length,width,duration,lengths,shorter,circumference,size,thickness,widths,breadths,height
480,rub,rubbed,rubbing,rubs,dab,lick,scrape,peel,chew,squirt,gnaw
481,variety,multitude,various,myriad,array,varied,assortment,numerous,plethora,multiple,ranging
482,pasta,pastas,polenta,tortellini,ravioli,gnocchi,fettuccine,risotto,rigatoni,ziti,linguine
483,transit,transportation,rail,transport,subway,streetcar,transbay,commuter,ridership,commuters,busway
484,powerful,potent,influential,formidable,fearsome,powerfully,dynamic,forceful,persuasive,sophisticated,dominant
485,weaken,erode,weakens,undermine,weakening,weakened,strengthen,diminish,depress,undercut,worsen
486,foreign,foreigners,overseas,abroad,international,foreigner,domestic,oversea,multinational,multinationals,currency
487,criteria,criterion,requirements,criterions,parameters,guidelines,thresholds,prerequisites,standards,stipulations,requirement
488,easily,readily,quickly,effortlessly,instantly,conveniently,inexpensively,effectively,simply,cleanly,comfortably
489,abroad,overseas,foreign,aborad,expatriates,country,foreigners,internationally,stateside,domestically,oversea
490,emission,emissions,pollution,carbon,emitters,emitting,pollutant,polluting,polluters,emit,pollutants
491,ride,rides,riding,rode,joyride,riders,hop,riden,pedaling,rider,excursion
492,cord,cords,wires,shoelace,cables,cordless,carabineer,spool,straps,socket,eyebolt
493,decade,decades,years,century,year,months,month,weeks,millennium,millennia,eons
494,luck,misfortune,unlucky,karma,lucky,luckier,fortune,serendipity,omens,lucks,unluckier
495,rather,instead,merely,less,simply,more,than,preferring,infinitely,purely,prefer
496,room,rooms,upstairs,hallway,downstairs,bathroom,kitchenette,basement,lounge,foyer,hallways
497,desire,eagerness,willingness,desires,ambition,inclination,wanting,yearning,unwillingness,keenness,passion
498,pure,purest,unadulterated,purer,undiluted,purely,purity,sheer,true,distilled,absolute
499,stretch,stretches,stetch,road,span,stretching,homestretch,stretched,doglegged,corridor,hump
500,somewhat,tad,slightly,admittedly,decidedly,similarly,mildly,noticeably,strangely,albeit,downright
501,assistance,assistances,aid,support,assist,help,grants,assisting,counseling,succor,shelter
502,just,really,maybe,so,anyway,it,actually,going,basically,only,probably
503,consistently,continually,repeatedly,consistent,successfully,routinely,persistently,continuously,frequently,regularly,reliably
504,facilitate,facilitating,expedite,facilitates,facilitated,enable,enhance,facilitation,accelerate,encourage,coordinate
505,figure,figures,estimate,figuring,guesstimate,statistic,guestimate,calculate,extrapolate,calculation,guesstimates
506,community,communities,neighborhood,communitywide,outreach,civic,organizations,residents,society,neighborhoods,congregation
507,price,prices,pricing,priced,premium,stock,cost,market,valuation,value,valuations
508,greatly,tremendously,immensely,immeasurably,significantly,dramatically,enormously,substantially,drastically,considerably,massively
509,transport,transportation,transit,transporting,railways,freight,transports,haulage,motorways,railway,freighting
510,tighten,tightening,tightened,loosen,tightens,tighter,toughen,loosening,loosened,stiffen,loosens
511,quarterback,quarterbacks,tailback,lineman,linebacker,cornerback,receiver,linebackers,backfield,halfback,fullback
512,policeman,policewoman,policemen,constable,cop,soldier,sergeant,police,patrolman,shopkeeper,cops
513,electronic,electronically,computerized,e,automated,digital,electronics,imprinters,biometric,networked,devices
514,reader,readers,reviewer,viewer,asker,scribbler,inquirer,listener,booklover,submitter,column
515,rail,railway,railroad,railways,tram,trains,streetcar,transit,train,tramway,busway
516,tragic,tragedy,tragically,horrific,tragedies,heartbreaking,sad,horrifying,sorrowful,unfortunate,sorrow
517,testify,testifying,testified,testimony,testifies,witness,speak,witnesses,plead,depose,subpoenaed
518,sodium,potassium,calorie,calcium,fructose,carbohydrate,cholesterol,carbohydrates,oxalates,sugars,fats
519,contemplate,ponder,consider,contemplating,pondering,contemplates,imagine,contemplated,pondered,envisage,envision
520,obvious,apparent,evident,undeniable,clear,glaring,definite,understandable,logical,noticeable,indisputable
521,homework,schoolwork,classwork,homeworks,bookwork,tutoring,math,chores,tutors,busywork,nap
522,associated,related,linked,correlated,correlate,correlates,associating,coupled,relating,equated,concomitant
523,properly,adequately,correctly,appropriately,inadequately,poorly,competently,proper,satisfactorily,fully,optimally
524,person,someone,persons,woman,somebody,man,people,anyone,guy,individuals,foreigner
525,wolf,wolves,grizzly,lynx,elk,moose,cougar,wolverine,cougars,coyote,deer
526,analyst,economist,strategist,analysts,researcher,commentator,watcher,forecaster,expert,consultant,trader
527,fascinating,interesting,intriguing,enlightening,captivating,riveting,instructive,revelatory,engrossing,enthralling,fascinates
528,northern,southern,eastern,southeastern,northeastern,southwestern,western,northwestern,northeast,southwest,southeast
529,currently,presently,now,still,already,actively,is,current,are,also,sits
530,senior,junior,sophomore,freshman,senor,graduate,soph,juniors,sophomores,chief,seniors
531,drug,drugs,narcotics,cocaine,heroin,narcotic,methamphetamine,painkiller,methadone,meth,amphetamine
532,upstairs,downstairs,basement,hallway,room,stairwell,doorway,attic,bedroom,bathroom,kitchen
533,adoption,adopting,adoptions,adopters,adopt,adopted,adopter,implementation,adoptability,acceptance,deployment
534,comparable,compared,comparison,compares,compare,comparative,comparing,approximated,same,approximating,corresponding
535,wise,wisest,foolish,good,wiser,prudent,shrewd,sensible,smart,smartest,judicious
536,glove,mitt,gloved,shinguard,gloves,backhanded,backhander,wrister,gloving,grounder,caromed
537,agree,disagree,concur,agrees,disagreed,disagreeing,agreed,insist,accept,sympathize,argue
538,mixed,tepid,downbeat,mix,mixing,muted,conflicting,lukewarm,mixture,contrasting,choppy
539,though,although,but,however,even,nonetheless,nevertheless,if,still,anyway,only
540,privacy,confidentiality,privacies,publicness,snooping,security,confidentially,confidential,pseudonymity,encryption,secrecy
541,obviously,certainly,definitely,really,think,frankly,very,probably,unfortunately,yeah,always
542,leave,leaving,stay,depart,left,leaves,return,vacate,quit,rejoin,retire
543,butterfly,backstroke,breaststroke,backstrokes,freestyle,dragonfly,butterflies,breaststrokes,swallowtail,mariposa,dragonflies
544,crash,accident,collision,crashes,wreck,crashed,mishap,pileup,crashing,accidents,rollover
545,borrow,borrowed,borrowing,borrows,lend,refinance,buy,repay,indebt,loaning,invest
546,stroke,strokes,heart,hemiparesis,cardiac,arrythmia,arrhythmia,coronary,dementia,pneumonia,infarctions
547,junior,sophomore,freshman,juniors,senior,sophomores,soph,frosh,varsity,freshmen,standout
548,competition,competitions,competitors,compete,competing,competitive,entrants,competitor,contest,competed,competes
549,regard,regards,relation,respect,regarding,concerning,esteem,particular,whatsoever,accordance,dealing
550,acid,acidic,alkali,hydrochloric,lye,acetic,acids,oxidises,hydroxide,bicarbonates,sulphite
551,work,working,works,worked,job,labors,toil,done,doing,dedication,carpentry
552,astronomer,astrophysicist,astronomers,physicist,cosmologist,astronomy,astrophysicists,scientist,observatory,astrobiologist,stargazer
553,explode,exploding,exploded,explodes,detonate,implode,erupt,ignite,vaporize,explosive,engulf
554,collective,collectively,collectivity,singular,finitude,nonconscious,collectives,egoists,their,volition,collectiveness
555,participant,attendee,participants,participates,participate,participator,participating,participation,panelist,participated,supporter
556,liberty,freedom,freedoms,liberties,democracy,unalienable,equality,democratic,tyranny,constitutionalism,pluralism
557,tournament,tourney,tournaments,tourneys,championship,quarterfinal,semifinals,semifinal,qualifiers,invitational,championships
558,mention,mentioning,mentions,mentioned,allude,alluded,forget,cite,belabor,references,bother
559,yellow,red,orange,blue,purple,yellows,pink,colored,brown,white,multicolored
560,ambition,ambitions,aspiration,desire,aspirations,passion,dreams,dream,vision,zeal,egotism
561,palm,palms,fingertip,forefinger,fingertips,fingers,forehead,frond,thumbprint,finger,hand
562,straw,straws,bale,hay,camel,sheafs,burlap,glue,oaten,bales,wool
563,reverse,reversed,reversing,reverses,reversal,undo,overturn,counteract,halt,negate,stem
564,handful,smattering,few,dozens,dozen,several,many,two,some,slew,bevy
565,onion,onions,cauliflower,potato,tomato,potatoes,garlic,asparagus,shallots,tomatoes,eggplant
566,compete,competing,competed,competes,competition,competitive,vie,excel,competitively,participate,competitors
567,potentially,possibly,conceivably,potential,theoretically,thereby,hugely,could,perhaps,otherwise,needlessly
568,choose,choosing,select,choice,decide,chooses,chose,chosen,selecting,choices,prefer
569,dress,dresses,frock,attire,gown,gowns,dressed,frocks,blouse,costume,ballgown
570,digital,digitally,digitization,multimedia,multichannel,digitized,networked,digitalization,audiovisual,electronic,analog
571,garbage,trash,rubbish,waste,garbages,curbside,litter,landfill,recycling,bins,unbagged
572,original,orignal,reworked,originals,originally,reedited,redid,actual,classic,reimagination,reedit
573,corner,corners,daisycutter,outswinging,curled,flicked,arrowing,looping,lofted,angled,arrowed
574,ridiculous,ludicrous,absurd,laughable,preposterous,outrageous,silly,asinine,nonsensical,stupid,idiotic
575,point,points,pointers,juncture,pointer,arc,pont,midpoint,outset,halftime,junctures
576,swimming,swim,swimmers,swims,swimmer,swam,rowing,swum,paddling,aquatics,canoeing
577,transform,transforming,transformed,reshape,transforms,revitalize,refashion,transformation,redefine,morph,develop
578,provided,supplied,provide,providing,offered,given,provides,furnished,obtained,supplemented,gave
579,research,reasearch,researches,study,studies,scientific,researcher,researchers,analysis,neuropharmacology,experiments
580,recipe,recipes,cookbook,flourless,dish,casserole,potpie,slaws,dessert,coffeecake,cacciatore
581,oxygen,oxygenated,oxygenation,respiration,nutrients,glucose,fluids,electrolytes,hydration,deoxygenated,nitrogen
582,dependent,reliant,depend,depended,depends,rely,relies,dependence,relying,predicated,reliance
583,hang,hanging,hung,hangs,pull,put,cling,knock,sit,hold,strung
584,gesture,gestures,overture,magnanimity,remark,reciprocated,reciprocate,benevolence,handshake,magnanimous,overtures
585,bear,bears,grizzly,bore,bruin,moose,bearing,grizzlies,wolf,cougar,tranquillized
586,textbook,textbooks,schoolbook,books,book,syllabus,syllabi,workbooks,handbooks,handbook,curriculum
587,tiny,small,tiniest,teeny,minuscule,teensy,miniscule,smallest,tinier,dinky,large
588,loyalty,allegiance,loyal,devotion,loyalties,fealty,trustworthiness,allegiances,disloyalty,undying,sincerity
589,sweet,sweetness,sweetest,yummy,buttery,delicious,fruity,unsweet,tasty,lovely,chocolaty
590,fault,faults,blame,faulting,blaming,mistake,culpability,culpable,blameless,screwed,unexcusable
591,priest,bishop,priests,archbishop,seminarian,clergyman,nun,friar,prelate,diocese,monsignor
592,legislature,legislators,legislative,legislatures,lawmakers,senate,governor,parliament,legislator,lawmaking,legislation
593,bronze,bronzes,bonze,medal,golds,medals,silvers,silver,recurve,epee,pommels
594,pour,pouring,poured,pours,slosh,gush,flowed,seep,ladled,soak,trickling
595,disability,disabilities,disabled,quadriplegia,paraplegia,noncontributory,incapacity,dementia,dyslexia,hemiplegia,occupational
596,casino,casinos,gambling,gaming,cardroom,keno,poker,blackjack,craps,gamblers,parimutuels
597,civil,criminal,jural,conflict,war,litigation,legal,unsay,civilian,ruinous,strife
598,congressional,legislative,congressman,congressmen,lawmakers,bipartisan,senators,appropriators,congressionally,senator,senate
599,innovative,innovations,innovator,innovation,inventive,innovating,pioneering,imaginative,unique,innovators,innovate
600,buyer,buyers,purchaser,bidder,purchasers,seller,bidders,sellers,acquirer,salesperson,consigner
601,recession,downturn,recessions,recessionary,slowdown,economy,downturns,crisis,slump,deflation,contraction
602,deck,decks,forepeak,gangway,foredeck,porch,deckhouse,quarterdeck,portside,balcony,gunwale
603,company,firm,companies,subsidiary,conglomerate,corporation,manufacturer,maker,business,industry,retailer
604,surveillance,monitoring,eavesdropping,cameras,reconnaissance,surveil,patrols,wiretap,wiretaps,interdiction,wiretapping
605,negotiate,negotiating,negotiated,renegotiate,negotiation,negotiates,negotiations,bargaining,mediate,renegotiating,dicker
606,alone,just,only,stand,let,not,anymore,anywhere,either,one,measly
607,scary,frightening,terrifying,weird,scarier,freaky,unnerving,scarey,horrifying,scariest,surreal
608,bias,biases,biased,prejudice,partiality,biasness,animus,stereotyping,discrimination,favoritism,prejudices
609,establish,establishing,reestablish,established,develop,build,forge,establishes,maintain,create,define
610,interesting,intriguing,fascinating,exciting,instructive,amusing,enlightening,curious,surprising,noteworthy,perplexing
611,reject,rejecting,rejected,accept,rejects,oppose,rescind,approve,rejection,spurn,dismiss
